beerId,name,pubId,beerCategory,beerStyle,alcool
1370,Imperial Stout,907,3,42,0
1371,7th Anniversary IPA,1204,3,31,7.7
1372,Nora,128,-1,-1,7
1373,Bellegems Bruin,267,-1,-1,5.5
1374,Bi퀌�re du Boucanier,687,-1,-1,0
1375,Porter Boom,993,2,25,8
1376,Bajuvator Doppelbock,1290,7,90,7.2
1377,Roundabout Oatmeal Stout,520,1,21,6
1378,Ale,134,-1,-1,4.4
1379,Bombardier Premium Ale,372,-1,-1,5.2
1380,Christmas Ale 2003,39,-1,-1,0
1381,Old Stock Ale 2002,919,1,13,11.4
1382,Ruination IPA,1204,3,32,7.7
1383,Prim퀌�tor Double 24% / Prim퀌�tor Double Bock Beer,992,7,90,0
1384,Salvation,62,5,72,9
1385,Schokolade Bock,865,7,90,0
1386,Winterkoninkse,286,-1,-1,8.3
1387,Toasted Oats & Molasses Brown Ale,1268,3,38,0
1388,Gouyasse / Goliath,184,-1,-1,9
1389,Pumpkin Ale,676,-1,-1,0
1390,Port Washington Old Port Porter,676,2,25,0
1391,"Triple \H\""""",676,4,50,0
1392,Maslifter Oktoberfest,676,7,84,0
1393,Port Washington Amber Ale,676,3,33,0
1394,Port Washington Pier 96 Lager,676,8,95,0
1395,Munich Dunkel,408,-1,-1,0
1396,Reichelbr퀌_u Eisbock,757,7,90,0
1397,Oktoberfest,752,7,84,0
1398,Tripel,907,-1,-1,10
1399,Bruin Tradition / Brune Tradition,194,-1,-1,8.2
1400,Reserve Speciale / Sp퀌�ciale No퀌�l,194,-1,-1,0
1401,Black Hook Porter,1051,2,25,0
1402,Downtown Brown,803,3,38,5
1403,Autumnal Fire,338,7,90,0
1404,Hacker-Pschorr Hubertus Bock,972,7,90,0
1405,Goudenband 2002,287,-1,-1,8
1406,Pale Ale,932,3,26,0
1407,Prim퀌�tor Blonde Bock Beer,992,7,90,0
1408,Princess of Darkness Porter,1268,2,25,0
1409,Tyskie Gronie,1302,-1,-1,5.7
1410,Roundhouse Rye,1268,8,95,0
1411,Oktoberfest,586,7,84,0
1412,Oktoberfest,769,7,84,0
1413,Ultra Ambr퀌�e,168,-1,-1,0
1414,Edison Light Beer,906,8,95,0
1415,James Squire Australian Best Ale Limited Release,820,-1,-1,6.8
1416,Sprecher Oktoberfest,1181,7,84,5.75
1417,Samuel Adams Triplebock 1995,157,-1,-1,0
1418,Hoptoberfest,1051,7,84,0
1419,Festbier,88,7,84,0
1420,Lizard Lager,1200,8,95,0
1421,William Capen Bitter Ale,1153,-1,-1,0
1422,Full Tilt IPA,632,3,31,0
1423,Christmas Ale,637,-1,-1,8.1
1424,Tripel Reserve,23,-1,-1,9
1425,Hop Rod Rye,94,3,32,8
1426,Northern Glory Premium Ale,554,-1,-1,0
1427,Riggwelter Yorkshire Ale,134,-1,-1,5.7
1428,Trappist Blond,270,-1,-1,8
1429,Lucifer,786,-1,-1,8
1430,Tie Die Red,971,3,33,0
1431,Saranac Hefeweizen,512,4,50,5.6
1432,Chief Blackhawk Porter,1301,2,25,5.6
1433,Dort,619,7,90,6.5
1434,8-Ball Stout,803,3,42,0
1435,Milkhouse Stout,1153,3,42,0
1436,Old 47 Ale,1153,3,26,0
1437,Shawano Gold,1153,-1,-1,0
1438,Speciale Reserve Ale,23,3,26,0
1439,Scorpion Pale Ale,875,3,26,0
1440,Export,18,-1,-1,5.4
1441,Dry Stout,1263,3,42,0
1442,Dark Wheat,1263,-1,-1,0
1443,Cream Ale,1263,8,95,0
1444,Porter,1263,2,25,0
1445,Amber Ale,1263,3,33,0
1446,Summer Gueuze,1263,5,70,0
1447,Double Gueuze (discontinued),590,5,70,0
1448,Pioneer Pale Ale (discontinued),590,3,26,0
1449,English Brown Ale (discontinued),590,3,38,0
1450,Octoberfest (discontinued),590,7,84,0
1451,Porter,258,2,25,0
1452,Pilsner,1065,-1,-1,0
1453,Hefeweizen,1065,4,50,0
1454,Sherwood Forest IPA,1219,3,31,6
1455,Cat Tail Pale Ale,65,3,26,0
1456,Centennial IPA,549,3,31,7.2
1457,Bill Old Ale,764,1,13,0
1458,Stein Bock,1206,7,90,0
1459,120 Shilling Scotch Ale,756,1,15,0
1460,Caramel Rye,941,8,95,0
1461,Alt,941,3,38,0
1462,Amber Plus,689,3,33,0
1463,Dark Star,90,2,25,0
1464,American Pale Ale,90,3,26,0
1465,Dreadnaught Imperial IPA,1260,3,32,9.5
1466,Top Heavy Hefeweizen,983,4,50,0
1467,9퉌_ Wheats,527,-1,-1,0
1468,Blonde Bock,888,7,90,0
1469,Irish Red Ale,1339,3,33,0
1470,Scottish Ale,9,-1,-1,4.8
1471,Old Roundout Pale Ale,854,3,26,0
1472,Altbier,141,3,38,0
1473,Whiskey Barrel Whitetail Cream Ale,1103,-1,-1,0
1474,Artisan Saison,1069,-1,-1,0
1475,Oompa Loompa Chocolate Stout,1069,-1,-1,0
1476,Dubbel Dragon,463,5,72,7.2
1477,Caramel Bock,57,-1,-1,0
1478,London Banker ESB,596,-1,-1,0
1479,Red Lager,1169,8,95,4.6
1480,Pale Ale,946,3,26,0
1481,Blackburn Doppelbock,550,7,90,7.9
1482,Hopfenkopf,1295,3,26,0
1483,Porter,947,2,25,6
1484,Oak Aged Single Malt,869,-1,-1,0
1485,Old Skeezer Barley Wine,973,-1,-1,0
1486,Hemp Ale,32,-1,-1,0
1487,Evolutionary IPA,576,3,31,0
1488,Bitter Woman From Hell Extra IPA,1301,3,31,0
1489,India Pale Ale,47,3,26,0
1490,Madelia Mild,71,1,10,0
1491,Big Swede Swedish-Style Imperial Stout,1327,3,42,0
1492,2nd Street Amber,617,3,33,0
1493,Imperial Stout,1103,3,42,0
1494,Pale Ale,102,3,26,0
1495,Scottish Ale,347,1,15,5.8
1496,Salmon Tail Pale Ale,472,3,26,0
1497,Poplar Porter,922,2,25,0
1498,Red,1039,3,33,0
1499,Griesendiech Pilsner,924,-1,-1,0
1500,Colony Oatmeal Stout,865,3,42,0
1501,Kayak K퀌_lsch,768,-1,-1,0
1502,Coffee Ale,603,-1,-1,0
1503,Foxy Brown,603,3,38,0
1504,Maibock,752,7,90,0
1505,Augsburger Dark,1200,8,95,0
1506,Augsburger Golden,1200,-1,-1,0
1507,Left Hand Milk Stout,779,1,20,5.9
1508,Gritstone Premium Ale,912,3,38,0
1509,Het Kapittel Pater,301,-1,-1,0
1510,Bock,1200,7,90,0
1511,Special Amber,1181,8,95,5
1512,Luna Stout,608,-1,-1,0
1513,Malteser Weissbier,1217,4,50,5
1514,Kr퀌_usen Naturtr퀌_b,228,-1,-1,0
1515,Original Badebier / Original Bathbeer Monastery Fun,744,7,86,0
1516,Export Premium,785,-1,-1,5.4
1517,Doppelbock Dunkel,40,7,90,7
1518,Export,564,-1,-1,0
1519,Urthel Novicius Vertus,431,-1,-1,5.9
1520,Urthel Tonicum Finiboldhus,431,-1,-1,7.5
1521,Double Hop Premium Ale,554,-1,-1,0
1522,Original,804,-1,-1,5.2
1523,Schwarzbier,752,7,86,4.8
1524,Wittekerke,266,-1,-1,5
1525,Capital Fest Beer,338,7,84,0
1526,Mestreechs Aajt,619,-1,-1,3.5
1527,Bee Sting Honey Ale,604,3,26,5.9
1528,Yorkshire Terrier Premium Cask Bitter,1389,-1,-1,4.2
1529,The Iron Tankard,1243,3,33,9.4
1530,Classic Oatmeal Stout,599,3,42,0
1531,A. LeCoq Imperial Extra Double Stout 2000,637,3,42,9
1532,Oatmeal Stout,586,3,42,0
1533,Genuine Irish Stout,93,3,42,4.1
1534,Liefmans Kriekbier,287,5,70,6
1535,Amber Lager,1200,8,95,0
1536,Pub Ale Draught,148,-1,-1,0
1537,Mile Rock Amber Ale,632,3,33,0
1538,John Courage Amber,406,5,25,0
1539,Fuggles IPA,1136,3,31,0
1540,PranQster Belgian Ale,919,-1,-1,7.6
1541,Coniston Bluebird Bitter,1353,-1,-1,0
1542,Saison,1268,-1,-1,0
1543,Imperial IPA,1268,3,31,0
1544,St.Pauli Girl Special Dark,206,-1,-1,0
1545,St.Pauli Girl Beer,206,8,95,0
1546,Beer,206,-1,-1,0
1547,Oktoberfestbier / Oktoberfest Ur-M퀌_rzen,1176,7,84,0
1548,Third Coast Ale,730,3,26,0
1549,Manifesto Pale Ale,520,3,26,5.3
1550,Dark,206,-1,-1,0
1551,Ale,85,-1,-1,0
1552,Harvest Ale 2000,727,1,13,11.5
1553,Racer 5 IPA,94,3,31,7
1554,Old Stock Ale 2001,919,1,13,11.4
1555,Beer Line 2000,769,-1,-1,0
1556,Bigfoot 1998,1142,-1,-1,9.6
1557,Big Bear Black Stout,94,3,43,8.1
1558,Tripel Crown,857,5,61,10
1559,Monkfish Tripel,526,-1,-1,0
1560,Old Hooky,670,-1,-1,4.6
1561,Best Bitter,670,-1,-1,3.4
1562,Generation,670,-1,-1,4
1563,Prize Old Ale,572,1,13,9
1564,Meister Pilsener,832,-1,-1,5.1
1565,Weissbier Dunkel,832,-1,-1,0
1566,Kasseler Premium Pils,832,-1,-1,0
1567,Weissbier Hell,832,4,50,5.2
1568,Angel Ale,517,1,10,0
1569,Northumbrian Brown Ale,517,3,38,0
1570,Luxus Pils,681,-1,-1,4.9
1571,Maifest,865,7,84,0
1572,Porter,309,3,42,9.5
1573,Hitachino Nest White Ale,742,-1,-1,0
1574,Old Devil,1375,1,10,0
1575,Scarecrow Ale,1375,-1,-1,0
1576,Old Tom Barley Wine,554,-1,-1,8.5
1577,Hitachino Nest Sweet Stout,742,3,42,3.5
1578,Southern Blonde,444,-1,-1,0
1579,Gouden Carolus No퀌�l,284,-1,-1,0
1580,Urthel Hibernius Quentum Ale,431,-1,-1,9
1581,Vintage Ale 1999,563,1,13,8.5
1582,Abbaye de Saint-Martin Blonde,171,5,65,7
1583,Ertvelds Wit,304,-1,-1,5
1584,Jeffrey Hudson Bitter,931,-1,-1,0
1585,Old Scratch Barleywine 1996,602,-1,-1,0
1586,Cattail Ale,769,-1,-1,0
1587,Helles Bock,608,7,90,0
1588,Premium Ale,766,3,26,0
1589,Pilsener,1037,7,77,4.8
1590,Schlafly K퀌_lsch,1092,-1,-1,0
1591,Cinq Cents (White),173,-1,-1,8
1592,SunRye,1051,8,95,0
1593,Weiss Beer,413,4,50,0
1594,Black Forest,413,-1,-1,0
1595,Steam,413,-1,-1,0
1596,Red Stallion,413,8,95,0
1597,Pilsner,413,-1,-1,0
1598,Black Wych Stout,1375,3,42,0
1599,Abby Road Belgian Ale,1386,-1,-1,0
1600,"Ginger-\slap\"" Spiced Ale""",1386,-1,-1,0
1601,Z.P.A. India Pale Ale,1386,3,26,0
1602,Ponchartrain Porter,1386,2,25,0
1603,Category 5 Strong Ale,1386,3,26,0
1604,Lager,1386,8,95,0
1605,Clearview Light,1386,-1,-1,0
1606,Alt,1020,3,38,4.8
1607,K퀌_nig Ludwig Weissbier Hell,748,4,50,0
1608,Malt Mac Winter Ale,838,-1,-1,0
1609,Pale Ale,381,8,95,5.5
1610,Reinaert Flemish Wild Ale,432,-1,-1,9
1611,Goat Toppler Mai Bock,1063,7,90,0
1612,ESB,635,-1,-1,0
1613,Winter Porter,381,2,25,0
1614,White Bi퀌�re,1200,-1,-1,0
1615,Stite Golden Pilsner,392,8,95,4.7
1616,Cream City Pale Ale,769,3,26,0
1617,Swede Saw Red Ale,800,3,33,0
1618,Lager,800,8,95,0
1619,Bower City Pale Ale,599,3,26,0
1620,Dr. Hops Pale Ale,688,-1,-1,0
1621,Dr. Hops Amber Ale,688,3,33,0
1622,Czech Mate Pilsner,1268,-1,-1,0
1623,Bak,465,7,90,7.3
1624,Pale Ale,705,3,26,5.8
1625,Original Berliner Weisse,104,-1,-1,0
1626,Lager,125,-1,-1,4.5
1627,Premium Pils,639,-1,-1,4.8
1628,Ratskeller,573,-1,-1,4.9
1629,Pils,564,-1,-1,0
1630,Kapuziner Kristall-Weizen,757,-1,-1,5.4
1631,Kapuziner Wei퀁�bier,757,4,50,0
1632,M퀌_nchshof Original Pils,757,-1,-1,0
1633,M퀌_nchner Hell / Premium Lager,1176,8,95,5.2
1634,Altbairisch Dunkel,664,-1,-1,5.5
1635,Export-Hell,664,-1,-1,5.3
1636,Stationsweizen,1053,4,50,0
1637,Kristall Weissbier,88,4,50,5.4
1638,Pilsener,558,-1,-1,5
1639,K퀌_lsch,386,-1,-1,0
1640,Franziskaner Hefe-Weissbier Hell  / Franziskaner Club-Weiss,1176,4,50,5
1641,Pils,749,-1,-1,0
1642,K퀌_lsch,1021,-1,-1,0
1643,K퀌_lsch,232,-1,-1,0
1644,Kupfer,229,-1,-1,0
1645,Messing,229,-1,-1,0
1646,Pils,570,-1,-1,0
1647,Helles Naturtrub,570,-1,-1,0
1648,Alt,570,3,38,0
1649,Alt,220,3,38,4.6
1650,Altbier,640,3,38,0
1651,Alt,215,3,38,0
1652,Wei퀁�bier Mit Feiner Hefe,1019,4,50,0
1653,K퀌_nig Ludwig Dunkel,748,-1,-1,0
1654,Edel,668,-1,-1,0
1655,Astra Urtyp,668,-1,-1,0
1656,Pilsener,747,-1,-1,4.9
1657,Meranier Schwarzbier,729,7,86,0
1658,Kellerbier,729,-1,-1,0
1659,Premium Pilsener,729,-1,-1,0
1660,Weissbier,1114,4,50,0
1661,Dunkel,1114,-1,-1,0
1662,Kellerbier,1114,-1,-1,5
1663,Edel-Pils,1114,-1,-1,4.8
1664,Weizen,1024,4,50,0
1665,Lagerbier,1024,-1,-1,0
1666,Bamberger Schw퀌_rzla,746,7,86,0
1667,Braunbier,746,7,84,5.7
1668,Bamberger Gold,746,-1,-1,5
1669,Bockbier,746,7,90,7
1670,Hefewei퀁�bier,70,4,50,0
1671,Weissbier,733,4,50,4.8
1672,Bamberger Herren Pils,733,-1,-1,4.6
1673,Pils,819,-1,-1,4.7
1674,Rauchbier Weissbier,222,8,95,0
1675,Rauchbier M퀌_rzen,222,-1,-1,0
1676,Ungespundetes,222,-1,-1,0
1677,Lagerbier,208,-1,-1,5.5
1678,Zwergla,208,-1,-1,6
1679,Gold-Pils,208,-1,-1,5.5
1680,Weizla Hell,208,4,50,5
1681,Benediktiner Dunkel,819,-1,-1,0
1682,Eine Bamberger Weisse Hell,819,4,50,5.2
1683,Helles Naturtrub,1311,-1,-1,0
1684,Unimator,1311,7,90,0
1685,Hell,972,-1,-1,0
1686,Wei퀁�bier Dunkel,40,-1,-1,0
1687,Hell,40,-1,-1,4.8
1688,Original,1191,-1,-1,5.1
1689,M퀌_nchner Kindl Weissbier / M퀌_nchner Weisse,1191,4,50,0
1690,Starkbier,1191,7,90,0
1691,Pils,60,-1,-1,0
1692,Dunkel,804,-1,-1,5.5
1693,Schwarze Weisse,804,-1,-1,5.2
1694,Triumphator,804,7,90,7.6
1695,Maximator,60,7,90,0
1696,Dunkel,60,-1,-1,0
1697,Edelstoff,60,-1,-1,0
1698,Two-Hearted Ale,730,3,26,0
1699,Native Ale,907,3,33,0
1700,Home Town Blonde,907,-1,-1,0
1701,Capital Brown Ale,338,3,38,0
1702,Bavarian Lager,338,-1,-1,0
1703,Winter Sk퀌�l,338,7,90,0
1704,Maibock,1176,7,90,0
1705,Malheur 12,276,-1,-1,12
1706,Sweet Stout,815,3,42,0
1707,St. Edmund English Ale,612,-1,-1,5.5
1708,Pale Ale,385,3,26,5
1709,Michelob Hefeweizen,44,8,95,0
1710,Hefe Weiss,1181,4,50,4.2
1711,Winter Brew,1181,7,90,5.75
1712,Black Bavarian Lager,1181,7,86,5.86
1713,Pale Lager,1181,8,95,0
1714,Donner Party Porter,520,2,25,6.7
1715,Winter Fest Beer,913,7,90,0
1716,Blonde,913,-1,-1,3
1717,Scottish Ale,1039,-1,-1,0
1718,Honey Weiss (discontinued),1039,8,95,0
1719,Nut Brown Ale,1051,3,38,0
1720,Esker Alt,1153,3,38,0
1721,Alpine Glacier Lager,1271,8,95,0
1722,EKU Pils,757,-1,-1,4.9
1723,Witbier,599,-1,-1,0
1724,Dark Lager,1102,7,86,0
1725,Original Dark,1154,8,95,0
1726,Deep Powder Winter Ale,1380,1,13,0
1727,Pils,586,-1,-1,0
1728,Beer,421,8,95,0
1729,Light,421,8,95,0
1730,Pick Axe Pale Ale,1271,3,26,0
1731,Hefe Weiss,392,8,95,0
1732,Black Abbot / Schwarzer Abt,744,7,86,3.9
1733,Green Beer,1032,8,95,0
1734,Old Man Winter Warmer 2002,768,-1,-1,0
1735,Steam Engine Common,1268,-1,-1,0
1736,Bridge Out Stout,1268,3,42,0
1737,Birra Canadeo / Gridiron Gold,1268,-1,-1,0
1738,Harvest Ale 2001,727,1,13,11.5
1739,Porter,354,2,25,0
1740,Hazed & Infused Dry-Hopped Ale,160,3,26,4.85
1741,Oatmeal Stout,802,3,42,0
1742,ESB,802,-1,-1,0
1743,Lazy Jake Porter,802,2,25,0
1744,Black River Brown,802,3,38,0
1745,German Valley Amber,802,3,33,0
1746,Grist Mill Golden,802,3,26,0
1747,Packs A Punch Porter,754,2,25,0
1748,Old Krogh Oatmeal Stout,754,3,42,0
1749,Log Cabin Nut Brown,754,3,38,0
1750,Brogen Meadow Pale Ale,754,3,26,0
1751,Alpine Glow Red Ale,754,3,33,0
1752,Three Sisters Golden Wheat,754,8,95,0
1753,Gold,754,-1,-1,0
1754,Oatmeal Stout,1002,3,42,0
1755,Gust-N-Gale Porter,1002,2,25,0
1756,32 Inning Ale,1002,-1,-1,0
1757,Station House Red Ale,1002,3,33,0
1758,Bootlegger Blonde Ale,1002,-1,-1,0
1759,Full Moon Barley Wine Ale,643,-1,-1,0
1760,Not Tonight Honey Porter,643,2,25,6.5
1761,Indiana Pale Ale,643,3,26,0
1762,Red Rooster Ale,643,3,33,0
1763,Harvest Wheat Beer,643,8,95,0
1764,Cornhusker Lager,643,-1,-1,0
1765,Blueberry Wheat,374,11,116,0
1766,Henry Hudson IPA,374,3,31,0
1767,Sunset Red Ale,374,3,26,5
1768,Checker Cab Blonde Ale,374,-1,-1,5.2
1769,Workhorse Porter,1326,2,25,0
1770,Dark Lager,1326,-1,-1,0
1771,Hard Times Lager,1326,-1,-1,0
1772,Scottish Ale,1285,1,15,0
1773,Winter Wonder,1285,-1,-1,0
1774,Bengal Gold India Pale Ale,1285,3,26,0
1775,Imperial Stout,1285,3,42,9
1776,Helles Lager,1285,-1,-1,0
1777,Amber Ale,1285,3,33,0
1778,Honey Wheat,1285,8,95,0
1779,Horndean Special Bitter / HSB,572,-1,-1,0
1780,Pheasant Plucker,1134,1,10,0
1781,Golden Wheat Light,1134,8,95,0
1782,ESB,1134,-1,-1,0
1783,Best Bitter,1134,-1,-1,0
1784,Apple Ale,84,11,116,0
1785,Bad Seed Pumpkin Ale,84,-1,-1,0
1786,Porter,724,2,25,0
1787,Pale Ale,724,3,26,0
1788,Amber,724,3,33,0
1789,Gelande Amber Lager,1304,-1,-1,0
1790,Yo Ho Ho Christmas Ale 2001,829,-1,-1,0
1791,Jubel 2000,441,1,13,0
1792,Old Foghorn 2002,39,-1,-1,10
1793,IPA,21,3,31,7.25
1794,Anvil Ale,21,-1,-1,5.5
1795,Black Cider,1358,-1,-1,0
1796,Us Heit Dubbel Tarwe Bier,429,4,55,0
1797,Whitstable Oyster Stout,1360,3,42,0
1798,Chouffe-Bok,167,-1,-1,6.6
1799,Bi퀌�re de Mars,167,-1,-1,0
1800,Boss Hog Double IPA,771,3,32,10.1
1801,Bi퀌�re du Lion,181,-1,-1,0
1802,Moose Juice Stout,593,3,42,0
1803,Kelpie Seaweed Ale,1367,-1,-1,4.4
1804,Oude Gueuze,630,5,70,0
1805,1554 Enlightened Black Ale,905,5,72,5.5
1806,Dark Ale,135,8,95,0
1807,Red Lager,1268,8,95,0
1808,Deep Shaft Stout,557,3,42,6.2
1809,IPA,101,3,31,0
1810,Stout,101,3,42,0
1811,Dunkle,101,-1,-1,0
1812,Red,101,3,33,0
1813,Pretty Girl Pilsner,101,-1,-1,0
1814,Wheat,101,8,95,0
1815,Old Scratch Barleywine 1997,603,-1,-1,0
1816,Black Earth Porter,603,2,25,0
1817,New Peculier,603,1,13,0
1818,Old Glory American Pale Ale,603,3,26,0
1819,Stone of Scone Scotch Ale,603,1,15,0
1820,Sugar River ESB,603,-1,-1,0
1821,Crop Circle Wheat,603,4,50,0
1822,Verr퀌_ckte Stadt Pilsner,603,-1,-1,0
1823,Landmark Light,603,8,95,0
1824,Het Kapittel Abt,301,-1,-1,10
1825,Urbock,900,7,90,0
1826,East India Pale Ale,259,3,31,6.8
1827,Hacker-Pschorr Original Oktoberfest,972,7,84,0
1828,Pilsner,1112,8,95,0
1829,Abbey Brown Ale / Pater,246,-1,-1,0
1830,La Trappe Quadrupel 2000/2001,110,-1,-1,10
1831,Winter Solstice Seasonal Ale 2002,41,-1,-1,0
1832,Winter Gale Spiced Ale,1268,-1,-1,0
1833,Jahrhundert-Bier,205,-1,-1,5.5
1834,Hacker-Pschorr Dunkel Weisse,972,-1,-1,0
1835,Hacker-Pschorr Weisse,972,4,50,0
1836,Premi퀌�re (Red),173,-1,-1,0
1837,Echte Kriek,305,-1,-1,0
1838,Golden Lager,525,8,95,0
1839,Weizen,1345,4,50,0
1840,80 Shilling,566,-1,-1,0
1841,Steam Beer,566,-1,-1,0
1842,Pirate Pale,566,3,26,0
1843,Perfect Stout,566,3,42,4.8
1844,Bulldog Blonde,566,-1,-1,0
1845,Harvest Ale,566,7,84,5.6
1846,Bison Brown,566,3,38,5
1847,Cappa Cappa Crusher,716,-1,-1,4.6
1848,"Cali \Steam\"" Locomotive""",716,-1,-1,0
1849,Hop Garden Pale Ale,716,3,26,0
1850,Golden Blonde,636,-1,-1,0
1851,British Nut Brown,636,3,38,0
1852,Altruistic American Ale,636,3,26,0
1853,Yorkshire Stout,1280,3,42,4.5
1854,Blackforest Lager,1280,7,86,0
1855,Octoberfest,1280,7,84,0
1856,Hathor Red Lager,1280,8,95,5.4
1857,Ghost Pony Helles Lager,1280,-1,-1,5.6
1858,Pacific Coast Ale,1280,-1,-1,5.6
1859,Norfolk Nog Old Dark Ale,1373,1,13,4.6
1860,Fat퀌�l,629,-1,-1,0
1861,Pilsner,629,-1,-1,0
1862,Premium,629,-1,-1,4.5
1863,St. Edmunds Strong Porter,652,2,25,0
1864,India Pale Ale,652,3,26,5.2
1865,Schwarzbier,652,7,86,0
1866,Piva Bohemia,652,-1,-1,4.7
1867,South of the Border Light,310,-1,-1,0
1868,Munich Helle,310,-1,-1,0
1869,Stout,310,3,42,0
1870,Aussie Lager,310,8,95,0
1871,Wheat,734,8,95,0
1872,Brown,734,3,38,0
1873,New Hops Ale,888,3,26,0
1874,Oktoberfest,888,7,84,0
1875,North of the Border Porter,888,2,25,6
1876,Dunkel Lager,888,-1,-1,5
1877,Stout,734,3,42,0
1878,Dells Chief Amber Ale,888,3,33,4.5
1879,Weissbier,888,4,50,5
1880,Pilsner,888,8,95,4.5
1881,Schmitz Pale Ale No. 5,888,3,26,4.5
1882,Light Ale,888,-1,-1,4
1883,Weizen,403,4,50,0
1884,IPA,403,3,31,0
1885,Porter,403,2,25,0
1886,Courthouse Copper,408,8,95,0
1887,Canadian Light,408,8,95,0
1888,Munich Helles,408,-1,-1,0
1889,Mudcat Stout,1314,3,42,0
1890,Mullin Brown,1314,3,38,4.8
1891,Hefeweizen,1314,4,50,4.2
1892,Pale Pale Boss Ale,1314,3,26,4.8
1893,Bartles and Lager,1314,8,95,4
1894,Oktoberfest,355,7,84,0
1895,Bi퀌�re de Miel,189,-1,-1,0
1896,Saison,179,-1,-1,5.3
1897,Royal Challenge Indian Premium Lager,1152,8,95,0
1898,O.K. Beer,307,-1,-1,0
1899,Hefe-Wei퀁�bier,972,4,50,0
1900,Wei퀁�bier Pikantus,1019,4,55,0
1901,Old Jock Ale,260,-1,-1,0
1902,Witte Ezel,266,-1,-1,0
1903,Imperial Stout 2002,1204,3,42,9.47
1904,James Squire India Pale Ale,820,3,26,0
1905,White,769,-1,-1,0
1906,Old Bastard,607,1,13,0
1907,Capitol ESB,607,-1,-1,0
1908,Brown Trout Brown,607,3,38,0
1909,Honey Wheat,607,8,95,0
1910,Golden Prairie Blond,607,-1,-1,0
1911,Saint Peter Pale Ale,607,3,26,0
1912,Heifer-Weizen,1066,4,50,0
1913,St. Paul Pilsner,1066,-1,-1,0
1914,Saison Goux,1066,-1,-1,0
1915,Stillwater Stout,1066,3,42,0
1916,Big Horn Nut Brown Ale,1066,3,38,0
1917,Eric the Red,1066,3,33,0
1918,Itasca Extra Pale Ale,1066,1,10,0
1919,North Star Premium Lager,1066,8,95,0
1920,Pantown Pale Ale,928,3,26,0
1921,Quarry Rock Red,928,3,33,0
1922,Golden Honey Wheat,928,8,95,0
1923,Duke of Wellington IPA,596,3,31,0
1924,Broad Ax Stout,596,3,42,0
1925,Oktoberfest,596,7,84,0
1926,Pride of Pilsen,596,-1,-1,0
1927,Victory Lager,596,8,95,0
1928,Northern Light,596,8,95,0
1929,Palace Porter,1133,2,25,0
1930,Star of India India Pale Ale,1133,3,26,0
1931,Gold Crown Lager,1133,-1,-1,0
1932,Queen Anne Light,1133,-1,-1,0
1933,Cologne Golden Ale,1133,-1,-1,0
1934,Weizen Bock,1268,4,55,10
1935,Summertime K퀌_lsch,586,-1,-1,0
1936,Organic Extra Special Bitter,769,-1,-1,0
1937,Ur-Bock Hell,484,7,90,6.5
1938,Jubilate Special Reserve Anniversary Ale,223,3,38,0
1939,Malheur 10,276,-1,-1,10
1940,Gnaw Bone Pale Ale,930,3,26,5.5
1941,Witbier,790,-1,-1,5
1942,Limburgse Witte,293,-1,-1,0
1943,Meridian Street Premium Lager,930,8,95,4.8
1944,Fenway American Pale Ale,158,3,26,0
1945,Trafalgar IPA,557,3,31,6
1946,Hell for Certain,90,-1,-1,0
1947,India Pale Ale,763,3,26,0
1948,Extra Special Bitter,763,-1,-1,0
1949,Bear Ale,1281,-1,-1,5
1950,Red Rooster Pale Ale,401,3,26,0
1951,Titan Porter,553,2,25,0
1952,Woodpecker,680,-1,-1,0
1953,Chocolate Stout,642,3,42,0
1954,Kristall Weiss,1230,4,50,0
1955,Golden Promise Traditional Scottish Ale,329,-1,-1,0
1956,Aspen Meadow Black and Tan,392,8,95,0
1957,Framboise,608,11,116,0
1958,Old Foghorn 1996,39,-1,-1,10
1959,Oudbeitje,630,5,70,0
1960,English ESB,1268,-1,-1,0
1961,"Pale Ale \퀌� la Bushner\""""",1268,3,26,0
1963,Grottenbier,542,-1,-1,6.5
1964,Triple,295,-1,-1,8.5
1965,Malheur Brut Reserve,276,-1,-1,11
1966,퀁�ber-Sticke Altbier,552,3,38,0
1967,Vanilla Berry Orange,254,11,116,0
1968,Vanilla,254,-1,-1,0
1969,Munich Dunkel,254,-1,-1,0
1970,Get Fuggled,254,-1,-1,0
1971,Laughing Ass,254,8,95,0
1972,Prairie Thunder Pale Ale,528,3,26,0
1973,McBride Porter,528,2,25,0
1974,Hawk Rye,528,8,95,0
1975,Celtic Stout,528,3,42,0
1976,Collapsar Oatmeal Stout,501,3,42,0
1977,Dark Side Vanilla Porter,501,-1,-1,0
1978,Third Stone Brown,501,3,38,0
1979,Luna Sea Amber,501,-1,-1,0
1980,Chaco Canyon Honey Gold,501,-1,-1,0
1981,Burning Skye Scottish Ale,501,-1,-1,0
1982,Solar Flare Summer Ale,501,-1,-1,0
1983,Discombobulator Maibock,1268,7,90,0
1984,Boxcar Brown Ale,1268,3,38,0
1985,Pale Ale,582,3,26,0
1986,Golden Gate Amber Ale,582,3,33,0
1987,Sixtus,126,7,90,0
1988,Griffon Brown Ale,198,3,38,0
1989,Golden,878,8,95,0
1990,Canadian Lager Beer,886,8,95,5
1991,1837,1307,5,72,7
1992,Canadian Ale,762,8,95,0
1993,Red Biddy / Real Biddy,108,-1,-1,4.9
